content,sentiment
I miss it already unhappy ,-1
Well thanks for stoping by unhappy ,-1
Why? You don't like blonde hair? unhappy ,-1
3. That's a lot cheaper and easier than make your own. My schematic needs special cables that doesn't come easy. unhappy ,-1
Pozuelo (formerly of Swans) and Suso (Liverpool now AC),-1
 both look so so good at there current clubs. Shame they never cut it in the PL unhappy ,-1
Gorbachev done  w/o fear. Thought bold enough to implement his vision on Damp Squib unhappy ,-1
WUUT SERIOUSLY? ,-1
Who got to pen today man crying ,-1
As if this process hasn't been frustrating enough,-1
 it's just got 3 years longer unhappy   ,-1
Roc Boyz sad  ,-1
Ravel Morrison unhappy  ,-1
That is super scary unhappy ,-1
Same. unhappy  I got a 12h stream coming up for my Bday in 8 hours. And I'm still not sleeping. ,-1
talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not,-1
Ps4 mate,-1
 got to aksis 2nd part and have a CP for him but have never completed it since return on investment dropped laughing out loud unhappy ,-1
we left it all unspoken,-1
 we buried it alive and now it's screaming in my head crying ,-1
DONT LAUGH unhappy  MEANIE BASE ,-1
Sorry I didn't make it to the book drive yesterday couldn't get outta work unhappy ,-1
yoongi come back unhappy ,-1
NOOOO in here is 6.45 ;_; I have classes at that time unhappy ,-1
YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways ,-1
Call Duration: Before sex: 01:47:36 After sex: 00:00:19 crying ,-1
this is jimin to yoongi unhappy  ,-1
I'm all fucked up right now unhappy ,-1
Definitely my arms unhappy  ,-1
Last day of the camp tomorrow,-1
 it's been so much fun and I absolutely love the kids!! Don't want it to be over so soon unhappy ,-1
Koalas are dying of thirst  and it's all because of us unhappy  ,-1
Think it would drive me mad once the synths and other robots turned up. unhappy ,-1
now i don%27t want to go camp unhappy ,-1
can I only pick one unhappy  ,-1
But I'm lonely. unhappy ,-1
Hi! We tried to call your number but got no response unhappy  Please share another suitable time and an alternate number for.. cont1,-1
Miss my friends unhappy ,-1
The one on the left? I couldn't see it unhappy ,-1
not applicablengarag not applicable this unhappy  ill find more wonu pictures soon alxmdkcsnx ,-1
please answer request.  unhappy ,-1
Koalas are dying of thirst  and it's all because of us unhappy  ,-1
most painful thing ever is having feelings for someone you can't be with .. unhappy ,-1
No one is offering this poor old lady a seat unhappy ,-1
lexxxxxy unhappy  youre too nice to me instant message really not eek  ,-1
Why am I better at pen then pencil?dafaqcomonI just want to be a good drawer unhappy ,-1
mayes unhappy  .g,-1
Thanks for that! Little things like that really help when sleep starts hitting and you don't drink coffee or energy drinks unhappy ,-1
i miss them already unhappy  ,-1
Definitely my arms unhappy  ,-1
oh my god what the heck i'm so sorry! this was one of my favorites as well unhappy ,-1
Scout photobombed my bluebells photo sad  ,-1
Crap. Hailie won't be there. She has a school game and won't make it to Middleburg in time unhappy ,-1
Still NO sign - it's a very small area ( Gardens ) and it would be very obvious sad  quite a few eyes now ,-1
 but no sign.,-1
My knee is similar colour to leny Henry's unhappy ,-1
Okey unhappy ,-1
In so much pain. My eye hurts unhappy  ,-1
Don't be buffalo unhappy ,-1
It's hard to imagine anyone but Robin unhappy  but still exciting nonetheless,-1
at least it's not 80 cad like here unhappy  (90 cad with Quebec taxes),-1
Ye... I will miss you unhappy ,-1
22 is old unhappy ,-1
Rl? Serius? ,-1
I feel so awful today unhappy  I don't want to go to my internship,-1
So I may be one of those workers who are not properly compensated unhappy ,-1
i love when people or message me w long messages about how beautiful they find joon like unhappy  yes i agree keep going,-1
today hasn't been great unhappy  ,-1
Used up a month's worth at Laugharne Weekend sad  (no wi-fi in small Carmarthenshire towns,-1
 let alone for free!),-1
Today is 4-20 which is Hitler's birthday unhappy  ,-1
jungkook looks like he gives the biggest and warmest hugs unhappy  ,-1
Youngjae looked so sad in the video unhappy ,-1
babies unhappy  ,-1
I'll check that out... I was excited about the backup singers but they were way too backup unhappy ,-1
First round exit in 15 minutes followed by 45 of tech crying unhappy  ,-1
my puppies deserves all better unhappy  ,-1
resolve is sooo slow on my laptop,-1
 i don't think i'll be ever to edit long videos here unhappy  i'll go try another editing software ,-1
I hate throwing up  unhappy ,-1
As Nani in lies unconscious,-1
 never mind Khushi,-1
 I know I'm not ready to say goodbye unhappy  So,-1
 w,-1
:^) hello ,-1
He's not beating the two favourites here anyway so I'll stop caring about this match,-1
 sob. unhappy ,-1
I feel like the 'only environments disable people' argument actually excludes many disabled people ,-1
this is jimin to yoongi unhappy  ,-1
Baaaper unhappy  ,-1
Roc Boyz sad  ,-1
Roc Boyz sad  ,-1
So,-1
 last night I had a dream in which I moved to Japan and just so happened to see you! You denied my friendlies request. unhappy ,-1
SO PRECIOUS I REALLY MISS HIM unhappy   ,-1
Oh no unhappy  what are you like?!  Is it still in shops?,-1
aando uandhappy  i googled it the other day to read the meandu agaiand and it said it was a hoax,-1
Thank you unhappy  i need a certificate signed from God,-1
Hi Mahima! We share your concern unhappy  Please DM us your contact details so that we can get in touch for a detailed.. cont1,-1
talking about tattoos just makes me want my bb8 tattoo more and more but i'm so broke it makes me unhappy ,-1
Never want to finish desperate housewives what will I do with my life unhappy ,-1
Not surprised that I have the least amount of followers out of the whole cast sad  LOL,-1
Dear attendees,-1
 I'm very jealous of you all unhappy  Please go see 18:40 - Green Room on Sat! ,-1
talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not,-1
Ok will do! I never had any problems with the old ticket app,-1
 the new one just seems a bit unstable unhappy ,-1
We'd love to,-1
 but customs mean we can't send food abroad unhappy  We do hope your other Birthday dreams come true,-1
,-1
freebet any sport except total mkets on handball,-1
 basketball etc theyre all restrict.Threw ,-1
ikr!! unhappy  oki welcome sam ,-1
Speech-to-text doesnt understand my accent or Irish names unhappy ,-1
this is jimin to yoongi unhappy  ,-1
there are some rumors going around and videos of his performances on youtube have already been deleted.. ,-1
I've Just Wrote 30 Tweets About But Still Didn't Notice Me crying ,-1
this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,-1
but why? unhappy ,-1
Definitely my arms unhappy  ,-1
you don't post much lately?  school unhappy  ,-1
U GUYS ARE NOT NOTICING ME unhappy ,-1
Koalas are dying of thirst  and it's all because of us unhappy  ,-1
Sorry for being tired on stream. Will get some sleep and try be more fun tomorrow. Just wasn't feeling it tonight guys. Not,-1
just now I saw. But you did not reply unhappy ,-1
how to be you piss off crying  3,-1
My boo))): ,-1
how about me bes jup unhappy ,-1
Andy unhappy  ,-1
Lage unhappy ,-1
I have to wake up at 4:30 tomorrow so my body's gotten a head start by waking up at 4:30 every day this week unhappy ,-1
wish i had someone to  cuddle me right now unhappy ,-1
Hi Julie,-1
 I'm so sorry to see your tweet unhappy  Please could you DM your address details? I will look i ,-1
I'm trying to stay positive but I can't help be jealous of princess Mia's life. All she does is cuddle and eat unhappy ,-1
Russell my phone is just 10% is there a possibility or a chance that you would notice me? unhappy  ,-1
Am away next Thursday unhappy  the one after!,-1
Peacefully sitting here reading my book after work,-1
 watchman comes and threatens me,-1
 assumes Im outsider because of my ,-1
oh shiiiiid noooooor unhappy  ,-1
Oh well never liked Clay anyway unhappy ,-1
unhappy  :/ unhappy   feeling sick,-1
Okay lang friend promise meant to be broken =( HAHAHAHA,-1
do you even care at all unhappy ,-1
One year ago today unhappy  ,-1
I MISSED YOU A WHOLE LOT unhappy  ,-1
I know how you feel,-1
 my views have gone done by about 100 monthly unhappy ,-1
mane has been amazing unhappy ,-1
senior snaps are starting to get so senti aw unhappy ,-1
instant message still hoping unhappy  ,-1
this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,-1
unhappy  sure,-1
One of my faves too unhappy  I'm tying to get it up on Vimeo so you guys can still watch it x,-1
dang guess my plans are ruined unhappy  ,-1
Koalas are dying of thirst  and it's all because of us unhappy  ,-1
unhappy  But if there'll be 1 Silver-that'd be him!,-1
red velvet too unhappy  ,-1
my puppies deserves all better unhappy  ,-1
Che no critiques. unhappy ,-1
Feeling so shit today unhappy ,-1
beauty ,-1
I face swapped a cat with a dog and it's really upsetting unhappy  ,-1
Miss the rain unhappy ,-1
this is jimin to yoongi unhappy  ,-1
I'm just really soft spoken unhappy ,-1
PLAYMFS: need moodbooster juseyo unhappy  jily_jelly,-1
Koalas are dying of thirst  and it's all because of us unhappy  ,-1
pake 3 unhappy ,-1
SO PRECIOUS I REALLY MISS HIM unhappy   ,-1
Bells gone to daddies for to  days. Work  work work for me unhappy ,-1
damn that's unfortunate for them unhappy ,-1
Well that's my weekend viewing plans changed! unhappy ,-1
this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,-1
I only just absorbed that I'm not going to get to laugh when he gets 2000 votes. unhappy  ,-1
When i got doubts about my summer happiness. Why zcc? unhappy ,-1
Mmmmm I guess your not getting much acting work these days? You have too much time on your hands unhappy ,-1
I wish I could say the gangs all here but Daniel's not in this picture. unhappy   Rantoul Twp High ,-1
Oh no Andy unhappy ,-1
This is what we have in front of us.,-1
talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not,-1
I'm sooooo sleepy unhappy ,-1
Must Feel Like Shit When Men Can Stare Down The Barrel Of A Bong As They Spend Their Kid's Milk Money unhappy ,-1
Alright. Looks like back to chores behind the scenes. My page hits drop to 1K daily when I don't visit and post. unhappy ,-1
Hi! We tried to call your number but got no response unhappy  Please share another suitable time and an alternate number for us to.. cont1,-1
Long time no chat sad ,-1
Its not organicthey'll shoehorn it inbut plot  character developmentMCU netflix has lesWhat support ,-1
miss you unhappy ,-1
Koalas are dying of thirst  and it's all because of us unhappy  ,-1
When will 2NE1 reunite unhappy ,-1
Bring back the ginger curls =(,-1
talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not,-1
  3 3 3 please unhappy  ,-1
and he gave me his pass so like i think a while is never unhappy ,-1
I work so much better there unhappy ,-1
 Hi Tharakaram! That's not the experience we want you to have unhappy  Please DM us your numbers so that we can get this.. cont1,-1
This is so damn touching. unhappy  ,-1
my puppies deserves all better unhappy  ,-1
I want to be cuddled up having someone do that little back trace thing to put me to sleep unhappy ,-1
You mean your voice changed? unhappy ,-1
those nights you're sad in real life and cant sleep unhappy ,-1
ohh normally I feel sick when I drink like 3-4 cups of coffee ,-1
 maybe coffee is not for you unhappy ,-1
I miss you crying ,-1
honestly college makes me want to curl up into a ball and cry for 3 days straight unhappy ,-1
Huhu so lucky unhappy ,-1
Weare are u? unhappy  ,-1
Im just having one of those days where instant message like,-1
 Damn... this just Sucks! unhappy ,-1
I've tried resetting everything,-1
 still strict,-1
 if I can't fix it soon I'll have to delay them until tomorrow unhappy ,-1
You know what really upsets me? When a stranger on the internet isn't satisfied with the entertainment I provide him for,-1
Hi! We tried to call your number but got no response unhappy  Please share another suitable time and an alternate number.. cont1,-1
i want to meet you both so bad unhappy ,-1
me want please unhappy ,-1
In memoriam of Alea Starbridge unhappy  Your beautiful voice will never be forgotten. ,-1
hawhaw crying  ,-1
What dat? unhappy ,-1
please read unhappy  ,-1
I miss him so much unhappy ,-1
Sorry. One bad egg has to embarrass the rest. unhappy ,-1
I don't want to adult today.. it's my birthday unhappy ,-1
I miss Temperance Brennan and Seeley Booth so much unhappy ,-1
June 5 - June 16 unhappy  ,-1
[thinks about how tfp soundwave is forever trapped in the void realm] unhappy ,-1
get well really soon Jack unhappy ,-1
32- for the love of a daughter crying  ,-1
iiiiI WOULD LIKE A BOOOK !  fuck off unhappy  ,-1
I'm so tired of pretending I'm not falling for you unhappy ,-1
on the way,-1
 although i'll be a little late sad  ,-1
More than just a picture unhappy  ,-1
WUT I TOTALLY MISSED YOUR BDAY unhappy  Happy belated Birthday sweetheart,-1
I hope it was great ,-1
I love you waaaaay more baby unhappy  you're the sweetest and most adorable little angel,-1
 I'm so glad I have you ,-1
Koalas are dying of thirst  and it's all because of us unhappy  ,-1
It's been a year haha unhappy ,-1
guys this is really serious and i hope you don%27t judge me unhappy ,-1
shouldn't keep Kenyans complaining on ,-1
.I can't believe this hasn't been fixed yet,-1
 and I can't believe customer service just goes ,-1
aw younhappy  i miss you too ,-1
Aww I was trying to cheer you up unhappy ,-1
FAMOUS sa facebook ,-1
 but in reality ALONE and LONELY  unhappy ,-1
Sorry for no stream yesterday,-1
 I have a cold unhappy  we'll see how I feel today!,-1
Wtf?! Where's the What is this boring show that's on?! When did this happen?? This is what happens when I close all week. unhappy ,-1
Back at it again with the matemticas unhappy ,-1
YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways ,-1
IM HUNGRY unhappy ,-1
I can't draw naked women crying ,-1
Hi Ashish! We've an update regarding your concern but your number was switched off unhappy  Please share another suitable time.. cont1,-1
U blackmailed me unhappy ,-1
why am i not in aus with alisha unhappy  imagine the things we could be doing,-1
When Jongin asked each members whether they have eaten and felt so wronged because they ate without him unhappy  ,-1
instant message cramping sad ,-1
I hate losing online friends unhappy  it's cruel when people deactivate unhappy  ,-1
Guys please help me retweet unhappy  ,-1
Pretty much only the Twitters and it doesn't really work out for me sad ,-1
the only appropriate ones i have unhappy  ,-1
:'(( well,-1
 at least in my case it has not yet completely broken tho,-1
 but how about yours? unhappy ,-1
Nope unhappy ,-1
I miss Temperance Brennan and Seeley Booth so much unhappy ,-1
don%27t be surprised if you see me cry today,-1
 instant message in a lot of pain and the school doesnt allow my to have my pain meds unhappy ,-1
oh jeez.  i didn't even try taking a crack at it because i expected the build to be so bad,-1
 ha  unhappy ,-1
R.I.P Victoria Wood  heaven knows we're miserable now unhappy ,-1
That was a FUN night! Sorry I missed last night unhappy  We really need to sync our calendars with and ,-1
when will you notice me? unhappy  ,-1
same unhappy  ,-1
 whats crazy is when i walked through them doors EVERY ADMINISTRATION + HER WAS THERE THAT NIGHT. so why are her a,-1
and yet if parents invest in child's emotional education by taking child out of school on holiday early that's un ,-1
YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways ,-1
i want more orientation unhappy ,-1
unhappy  they not ,-1
YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways ,-1
wish knock out lang talaga for the new school year are good and cooperative groupmates please unhappy ,-1
i miss so much unhappy ,-1
Same unhappy ,-1
Hi instant message your friend  friend lang,-1
 hindi close friend? unhappy,-1
Pak PM survives removal scare,0
 but court orders further probe into corruption charge. ,0
Supreme Court quashes criminal complaint against cricketer for allegedly depicting himself as on magazine cover.,0
Art of Living's fights back over Yamuna floodplain damage,0
 livid. ,0
FCRA slap on NGO for lobbying...But was it doing so as part of govt campaign? ,0
Why doctors,0
 pharma companies are opposing names on ,0
Why a bicycle and not a CM asked. His officer learnt ground reality -- and  a dip in a river. ,0
It's 2017. making law to ban And MHA is sitting on draft. ,0
Rivals govts unite to act against sex-determination tests. ,0
Haryana peasants demand justice for right to cattle trade. ,0
Why schools in Calcutta (and elsewhere) are stunned by imposition plan. ,0
Why renamed places in ,0
Oooh! the shame,0
 the trauma... of driving without the red,0
 flashing light. (And paying for parking). ,0
Now have to learn to live without that flashing red light. ,0
BJP leaders in the dock,0
 lose their light,0
 naming game,0
 and more. Also in epaper. ,0
UK Parliament votes by 522 to 13 in favour of early national ,0
April 19 1906: Nobel Laureate Pierre Curie was run over by a horse-drawn wagon near the Pont Neuf,0
 Paris,0
 and killed ,0
India to end culture of sirens on cars. ,0
From May 1,0
 only on vehicles: Gadkari.,0
No from now on cars of PM,0
 ministers: transport minister Nitin Gadkari after Cabinet meet. ,0
44 feared killed as bus falls into River Tons in Nerwa area of district: police. ,0
BSF dismisses Constable Tej Bahadur Yadav from service after a court of inquiry. Bad quality food allegations were base,0
jawan Tej Bahadur Yadav,0
 who took to social media complaining of bad food,0
 dismissed from service after inquiry.,0
U.S. to review lifting of sanctions on Iran: Tillerson ,0
Huge haul of milk-boosting hormone in Calcutta. ,0
Good news from it seems are thriving at Valmiki reserve. ,0
In Sushil Modi lists property chain. ,0
3 queens take centrestage. ,0
A peek into FIR against leaders in case. ,0
Spurned by mom,0
 this baby at Calcutta has died. ,0
India may make it illegal for social messaging platforms to share personal data. ,0
Why extradition could take ages. ,0
March 20. Plus 15 days. Equals...,0
KP Nayar on why discrediting military justice system will not help case. ,0
Sharad wants Gujarat CM arrested for trying to push making meat a communal issue.  ,0
Man shouts at wife in family court. And walks out. ,0
Overburdened says it may not be able to hold for college teachers this year. ,0
President backs move to make mandatory up to Class X. ,0
Nationalist trend spreads-- tightens rules to shield local jobs (and keep out Indians). ,0
Visa 'selfie' by CBSE's plans,0
 blessing,0
 cloud over and more. Also in epaper. ,0
Scotland Yard arrests in London,0
 but court grants him bail. ,0
Liquor baron declared a proclaimed offender,0
 on extradition warrant: Scotland Yard.,0
British Prime Minister Theresa May says she wants to hold early election on June 8: Reuters,0
 quoting BBC ,0
Supreme Court seeks govt's response on a plea to frame national policy to promote and ,0
JK: Schools  colleges shut down after clashes,0
 demands Presidential rule ,0
Beetle from grips litchi crop in ,0
Supreme Court asks govt to explain why need pre-censorship.  ,0
US NSA H.R. to arrive in today; to hold talks with NSA ,0
Why you should shun water at beaches. ,0
Having lost Kerala bypoll,0
 won't have to keep its promise of 'good quality ,0
So,0
 is -- and not to blame for stipend crisis faced by 4000 scholars? ,0
The middleman (or conman) nephew tapped to bribe election commission officials. ,0
Can  Air India enforce fines on unruly passengers for ,0
Top law advisor backs use of human shield,0
 but some veteran generals see breach. ,0
Arrest of a conman and bribe charges against nephew churns politics. ,0
How cloaked debate in Draupadi's robes. ,0
Draupadi and campuses in erupt,0
 politics,0
 and more. Also in epaper. ,0
CBI books 12 leaders in case. ,0
Supreme Court summons boss,0
 orders sale of slice. ,0
SC summons Home Secretaries of West Bengal,0
 UP,0
 Karnataka,0
 Tamil Nadu,0
 Bihar  Jharkhand for nice try filling police vacancie,0
Manini Chatterjee on why writings are still an indictment of India. ,0
Why wants paper trail in elections. ,0
Govt to set up panel to study service conditions of paramilitary forces. ,0
Amit Roy on an potboiler.  ,0
Muslim body lays down code of conduct during divorce,0
 but won't ban ,0
Modi's call to ensure justice for women facing evil customs.  ,0
PM's pitch for sisters,0
 board's stand on an potboiler. And more. Also in epaper. ,0
Why the always meets this man when he visits eastern India. ,0
Secessionists in and the next generation. ,0
In 7Days: secessionists,0
 tete-a-tete with a former president,0
 a dying language,0
 and more. ,0
Farooq Abdullah wins seat -- with just 4% of total votes. ,0
No govt probe yet into video on by army. ,0
As learns to follow rules,0
 funds for poor students dry up. ,0
From panchayat to Parliament seems to be boss Amit Shah's goal. ,0
Why the PM may hang out,0
 but you should not. ,0
A PM who hangs out,0
 lotus garden dreams,0
 cash lock on JNU students and more. Also in epaper. ,0
7 coaches of Meerut-Lucknow Rajya Rani Express derail near Rampur,0
 Uttar Pradesh VIDEO: ,0
Counting of votes for to Lok Sabha constituency begins.,0
What Calcutta is doing to get mom to accept her calf. ,0
To stress dress code,0
 Mecca issues picture cards. ,0
Security on border put at risk by trade. ,0
With national body meeting,0
 readies stage for 2019. ,0
6 features of extended stay in ,0
BSP boss is not averse to joining forces with non-BJP parties. ,0
Army under fire after alleged tactic in  ,0
The untold love story of and Ayesha Mukherjee. ,0
Vile tactic in Valley,0
 a love story,0
 a giraffe spurns its calf,0
 Gandhi  Champaran,0
 and more. Also in epaper. ,0
Man seen tied to army jeep in video from JK identified,0
 while the unit involved was PTI,0
 quoting officials,0
3 arrested in connection with of men on polling day in Budgam on April 9: Police.,0
Hijacked Indian Dhow Al-Kausar released ,0
Good show by pales next to 329% jump in imports. ,0
Transparency in Looking for India's ranking? Start at the bottom. ,0
How to stop (and loot) a express with just a coin. ,0
States rename roads to duck ban on but top court won't step in till after summer break. ,0
Research seats at hit again as regulator tightens rules for guides. ,0
How lost its deposit in Rajouri Garden stronghold. ,0
In Bengal Trinamool vote share goes up,0
 but surges to runner-up slot. ,0
3 men die trying to save friend from on  ,0
What results mean for others. ,0
Half full,0
 half empty for cloud over research,0
 breather for highway booze,0
 and more. Also in epaper. ,0
Setting up court at home,0
 Justice asks Chief Justice of India,0
 bench to appear before him. ,0
Dargah Trust volunteers in SC to clear in 908sq metre.,0
President clears for pieces of supporting legislation related to ,0
By-polls: retains Kanthi Dakshin,0
 retains assembly seat ,0
7% voter turnout in Kashmir's re-poll ,0
All you need to know about Election Commission's 'open challenge' to hack ,0
Foreign journalists in North Korea gather for 'big event' amid tensions ,0
Rehearsing for and more. In our Guwahati epaper. ,0
Cops dug out these to  healers who were buried alive for practising ,0
Bihar sets Rs25lakh fee for who skip after subsidised education. ,0
A visit to retracing trip. ,0
Why may not show in ,0
Did the Supreme Court chicken out while deciding on ,0
How (but not failed govt's birthplace test. ,0
10 years,0
 Rs 42 crore needed to repair damage to floodplain from event. ,0
Try hacking India's Election Commission challenges all. ,0
never wanted cows to become  a burden on farmers,0
 Pawar points out. ,0
Bounty on Savarkar on Yamuna damage bill,0
 Sita's birthplace,0
 and more. Also in epaper. ,0
20 IAS officers in including Principal Secretary Information Navneet Sehgal,0
 transferred in 1st major shuffle by ,0
Centre moves against Supreme Court verdict lifting shield. ,0
Crusader pleads for saving ,0
Sangh puts up show of strength in ,0
India,0
 to look beyond defence during visit. ,0
Murder of Pune activist fuels fears against revived UPA clause in law. ,0
In few tears for father of 3 killed by stones. ,0
Sukanta Chaudhuri on and what it means for Indian ,0
scraps pension yojana. Cycle tracks may also be broken,0
 say sources,0
Subir Bhaumik on why in should worry Calcutta,0
 Guwahati. ,0
Even benchmark for pro-poor leader seems to be ,0
How had offered India consular access to ,0
Pak terms for access,0
 model for Modi,0
 activist is killed,0
 and more. Also in epaper. ,0
Defence Partnership ,0
Preliminary enquiry by against Health Minister for alleged money laundering.,0
Menu at dinner: praise for And more praise. ,0
Why body will not pull up either or ,0
Chain of wrong drugs. No senior doctor to check. Then death. All this at Delhi.  ,0
What to  men said when cops found carcass in car boot... ,0
How bypoll was put off-- on ruling combine's request. ,0
Admission of defeat in Kashmir,0
 tougher road laws,0
 Leander and Mahesh get away,0
 and more. Also in epaper. ,0
PM and Australian PM at Temple ,0
Pak court sentences to death for spying. ,0
Lok Sabha adjourned for 3rd time till 1.50pm as Opposition uproar over leader Tarun Vijay's remarks continues. ,0
Cong forced to  adjournments in pre-noon session over alleged misuse of ED and CBI against opposition Chief Ministers.,0
The How and Why of (or,0
 how not to bore your friends). ,0
Few takers in for Mamata's Torsa plan. ,0
Govt mulls giving power to award to teachers. ,0
Some see hope in comments. ,0
Not  a girl reared by monkeys,0
 after all. ,0
Fewer Pollution,0
 paddy fields could be to blame. ,0
8 killed in election violence,0
 record low turnout. ,0
Road safety crusader to fight bid to bypass order on highway ,0
Badly equipped surgery,0
 panic and deaths. At India's top hospital. ,0
Killed in deaths in not girl after all. And more. Also in epaper. ,0
Indian Navy Ships respond to Piracy Attack on Foreign Merchant Vessel in Gulf of Aden ,0
All you need to know about 2017 across eight states VIDEO: ,0
3 killed,0
 several injured as mobs storm polling booths; Low 3.3 % turnout till 11 am ,0
Mukul Kesavan on how  justifies even though it controls the machinery of the state. ,0
We,0
 the People of are going back to a economy,0
 numbers show. ,0
No supporting any activity that is violent...against the law: Ram Madhav.  ,0
India has changed,0
 the has to re-invent itself,0
 Ram Madhav tells ,0
3 quaint digs for those on a budget (or even less). ,0
full interview inside in 7 Days. ,0
Calcutta's suddenly cannot have enough of mother's dishes --but outsourced from outlets. ,0
There is no barometer for patriotism,0
 Ram Madhav tells in a wide-ranging interview. ,0
In 7 Days: QA with Ram Madhav,0
 road to economy,0
 home-cooked food,0
 and more. ,0
A to tackle less wheat,0
 mangoes,0
 chicken; more pulses,0
 veggies,0
 mutton,0
 ,0
Govt to go after militants with 'utmost harshness',0
 Ram Madhav tells ,0
5640 is less than 155 in world,0
 as she opts for over ,0
Modi promises early deal. But... ,0
Modi takes plunge,0
 Raje's Stock-home syndrome,0
 strategy,0
 and more. Also in epaper. ,0
Andhra govt to turn a into a museum. ,0
for private airlines follow in revoking flying ban on Sena's ,0
Man arrested over truck deaths suspected to have carried out attack.,0
22 agreements signed,0
 but water pact remains elusive for India,0
 ,0
Vijayvargiya dares to arrest leaders. ,0
Theme village on or a sanctuary? ,0
Reservoirs to financial deal,0
 works on options to get backing on ,0
Sunanda K Datta-Ray on why political ethos must be faulted for the racist attacks on students. ,0
How lawmaker ticked 3 boxes: supremacist,0
 upper-caste,0
 Hindi-belt party. ,0
Modi's gesture for BJP's spot,0
 Air India lifts no-fly ban on MP,0
 and more. Also in epaper. ,0
In stone-pelters miss Mehbooba's brother but he gets the message. ,0
A tale of to  prime ministers,0
 told by GST. ,0
Modi had tested waters with letter to on ,0
As lands in Delhi,0
 an untold story of how Pranab Mukherjee nixed plan to unseat her. ,0
Close shave for passengers of and planes at Delhi airport. ,0
What Sushma forgot in racism sermon: Modi,0
 MMS too had cried racism while Oz was probing Indian attacks  ,0
Supreme Court asks 6 states to explain why vigilantes should not be banned. ,0
Perfectly happy with the players we've got,0
 Sanjiv Goenka tells ,0
Bengal in a fix over bars: pay for repairs,0
 or let take a hit? ,0
How sword-wielding processions left gaping. ,0
5 kids orphaned: their parents were branded and hacked to death. ,0
Air India to tighten security at Mumbai  Pune as threatens to stall airline's operations there. ,0
RBI keeps policy rate unchanged at 6.25%.,0
Sena's apologises in Parliament,0
 but won't say sorry to man he had assaulted. ,0
China lodges protest with India's Ambassador in Vijay Gokhale over the visit to Arunachal Pradesh: Foreign Ministry.,0
No Change in word limit in RTI queries; no application will be rejected only on the ground of containing more than 500,0
KP Nayar on why Narendra Modi can be satisfied with his policy. ,0
In court's limit of 500m leaves very few watering holes (and is dry). ,0
Voting pattern shows cofounder,0
 wife were split over COO ,0
What did for some stretches of highways (to save bars?). ,0
Riddle over 'formerly' tag on collection. ,0
Mystery over art,0
  roads,0
 what 500m is in And more. Also in epaper. ,0
Trump repeals Obama-era broadband rules. ,0
High Court orders govt to waive of all drought-hit farmers. ,0
India's old ties with should continue to be nurtured,0
 says Kanwal Sibal. ,0
Bengal looks at ways to change classification of to bypass order. ,0
After SC ban,0
 worries about unsold stocks. ,0
UP: to hold his 1st cabinet meeting today,0
 big decisions expected,0
Trump signs repeal of U.S. broadband privacy rules ,0
A initiative helps generate shield in Sundarbans. ,0
India plans to deport refugees. ,0
Education rankings throw up surprises. ,0
After attacks,0
 envoys upset by silence of and ,0
Why African envoys are upset,0
 best colleges and varsities,0
 ill-fitting dentures,0
 and more. Also in epaper. ,0
To know about the safety features of watch special interview with Dr. Ajay Bhushan Pandey,0
 CEO today at 7,0
Mohandas Pai backs Murthy against COO pay hike. ,0
Somali grab Indian with 11 crew members. ,0
Corrected. Thanks.,0
Poll data show still rules the roost in ,0
BIG STORY: African envoys slam Indian govt for not condemning Gr Noida attack enough; say no visible,0
 sufficient measures,0
MCD polls: releases second list of 127 candidates,0
Daddy dearest,0
 grooming season dawns in Madhya Pradesh ,0
SC to hear petition challenging Bombay HC order on beef ban,0
Keeping an eye on your house,0
 fixing iPhone storage issues and more. in ,0
Why India is not ready for manipulation in human embryos. ,0
Virulent are going against India's culture (and census),0
 says Manini Chatterjee. ,0
Son of chief minister reveals his political ambition. ,0
Why should only private doctors face punishment? ,0
How is going against the wave of transparency in ,0
India's opaque law,0
  Bengal wishlist,0
 virulent and more. Also in epaper. ,0
The timeline. ,0
diary items  ,0
What do religious have against atheists and ,0
At Balagarh in the dying art of ,0
Generation to generation,0
 indignation remains well-fed,0
 writes Sonia Sarkar. ,0
A few reasons to celebrate the uncelebrated,0
 and sing the song of the sullied. ,0
In UP,0
 carcasses found at home of govt doctor into drugs. ,0
In 7 Days: Kashmiri indignation,0
 Begum Jaan,0
 vanishing boatmakers,0
 and more. Also in epaper. ,0
What happened to restaurants along highways after ban on bars. ,0
Flutter at trial raises fresh scare about accuracy. ,0
Bypassing highway ban,0
 trial raises rigging fears,0
 killers to hang,0
 and more. Also in epaper. ,0
